"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
6,1770,"Black-bellied Whistling-Duck","Dendrocygne à ventre noir","Dendrocygna autumnalis","Anseriformes","Anatidae","Dendrocygna","autumnalis"
7,1780,"Fulvous Whistling-Duck","Dendrocygne fauve","Dendrocygna bicolor","Anseriformes","Anatidae","Dendrocygna","bicolor"
8,1760,"Emperor Goose","Oie empereur","Anser canagicus","Anseriformes","Anatidae","Anser","canagicus"
9,1690,"Snow Goose","Oie des neiges","Anser caerulescens","Anseriformes","Anatidae","Anser","caerulescens"
10,1691,"(Blue Goose) Snow Goose","Oie des neiges (forme bleue)","Anser caerulescens (blue form)","Anseriformes","Anatidae","Anser","caerulescens (blue form)"
11,1700,"Ross's Goose","Oie de Ross","Anser rossii","Anseriformes","Anatidae","Anser","rossii"
13,1710,"Greater White-fronted Goose","Oie rieuse","Anser albifrons","Anseriformes","Anatidae","Anser","albifrons"
18,1730,"Brant","Bernache cravant","Branta bernicla","Anseriformes","Anatidae","Branta","bernicla"
19,1740,"(Black Brant) Brant","Bernache cravant (groupe nigricans)","Branta bernicla nigricans","Anseriformes","Anatidae","Branta","bernicla nigricans"
21,1725,"Cackling Goose","Bernache de Hutchins","Branta hutchinsii","Anseriformes","Anatidae","Branta","hutchinsii"
22,1720,"Canada Goose","Bernache du Canada","Branta canadensis","Anseriformes","Anatidae","Branta","canadensis"
23,1782,"Mute Swan","Cygne tuberculé","Cygnus olor","Anseriformes","Anatidae","Cygnus","olor"
24,1810,"Trumpeter Swan","Cygne trompette","Cygnus buccinator","Anseriformes","Anatidae","Cygnus","buccinator"
25,1800,"Tundra Swan","Cygne siffleur","Cygnus columbianus","Anseriformes","Anatidae","Cygnus","columbianus"
27,20630,"Egyptian Goose","Ouette d'Égypte","Alopochen aegyptiaca","Anseriformes","Anatidae","Alopochen","aegyptiaca"
28,10210,"Muscovy Duck","Canard musqué","Cairina moschata","Anseriformes","Anatidae","Cairina","moschata"
29,1440,"Wood Duck","Canard branchu","Aix sponsa","Anseriformes","Anatidae","Aix","sponsa"
32,1400,"Blue-winged Teal","Sarcelle à ailes bleues","Spatula discors","Anseriformes","Anatidae","Spatula","discors"
33,1410,"Cinnamon Teal","Sarcelle cannelle","Spatula cyanoptera","Anseriformes","Anatidae","Spatula","cyanoptera"
34,1420,"Northern Shoveler","Canard souchet","Spatula clypeata","Anseriformes","Anatidae","Spatula","clypeata"
35,1350,"Gadwall","Canard chipeau","Mareca strepera","Anseriformes","Anatidae","Mareca","strepera"
37,1360,"Eurasian Wigeon","Canard siffleur","Mareca penelope","Anseriformes","Anatidae","Mareca","penelope"
38,1370,"American Wigeon","Canard d'Amérique","Mareca americana","Anseriformes","Anatidae","Mareca","americana"
40,1320,"Mallard","Canard colvert","Anas platyrhynchos","Anseriformes","Anatidae","Anas","platyrhynchos"
41,1331,"(Mexican Duck) Mallard","Canard du Mexique","Anas platyrhynchos diazi","Anseriformes","Anatidae","Anas","platyrhynchos diazi"
42,1330,"American Black Duck","Canard noir","Anas rubripes","Anseriformes","Anatidae","Anas","rubripes"
43,1340,"Mottled Duck","Canard brun","Anas fulvigula","Anseriformes","Anatidae","Anas","fulvigula"
44,1326,"hybrid Mallard x Black Duck or Mottled Duck","hybride Canard colvert x Canard noir","Anas platyrhynchos x rubripes or fulvigula","Anseriformes","Anatidae","Anas","platyrhynchos x rubripes or fulvigula"
46,1430,"Northern Pintail","Canard pilet","Anas acuta","Anseriformes","Anatidae","Anas","acuta"
47,1390,"Green-winged Teal","Sarcelle d'hiver","Anas crecca","Anseriformes","Anatidae","Anas","crecca"
48,1470,"Canvasback","Fuligule à dos blanc","Aythya valisineria","Anseriformes","Anatidae","Aythya","valisineria"
49,1460,"Redhead","Fuligule à tête rouge","Aythya americana","Anseriformes","Anatidae","Aythya","americana"
51,1500,"Ring-necked Duck","Fuligule à collier","Aythya collaris","Anseriformes","Anatidae","Aythya","collaris"
52,1491,"Tufted Duck","Fuligule morillon","Aythya fuligula","Anseriformes","Anatidae","Aythya","fuligula"
53,1480,"Greater Scaup","Fuligule milouinan","Aythya marila","Anseriformes","Anatidae","Aythya","marila"
54,1490,"Lesser Scaup","Petit Fuligule","Aythya affinis","Anseriformes","Anatidae","Aythya","affinis"
55,1489,"unid. Greater Scaup / Lesser Scaup","unid Fuligule milouinan / Petit Fuligule","Aythya marila / affinis","Anseriformes","Anatidae","Aythya","marila / affinis"
58,1620,"King Eider","Eider à tête grise","Somateria spectabilis","Anseriformes","Anatidae","Somateria","spectabilis"
59,1590,"Common Eider","Eider à duvet","Somateria mollissima","Anseriformes","Anatidae","Somateria","mollissima"
60,1550,"Harlequin Duck","Arlequin plongeur","Histrionicus histrionicus","Anseriformes","Anatidae","Histrionicus","histrionicus"
61,1660,"Surf Scoter","Macreuse à front blanc","Melanitta perspicillata","Anseriformes","Anatidae","Melanitta","perspicillata"
62,1650,"White-winged Scoter","Macreuse à ailes blanches","Melanitta deglandi","Anseriformes","Anatidae","Melanitta","deglandi"
65,1630,"Black Scoter","Macreuse à bec jaune","Melanitta americana","Anseriformes","Anatidae","Melanitta","americana"
66,1657,"unid. scoter","unid macreuse sp.","Melanitta sp.","Anseriformes","Anatidae","Melanitta","sp."
67,1540,"Long-tailed Duck","Harelde kakawi","Clangula hyemalis","Anseriformes","Anatidae","Clangula","hyemalis"
68,1530,"Bufflehead","Petit Garrot","Bucephala albeola","Anseriformes","Anatidae","Bucephala","albeola"
69,1510,"Common Goldeneye","Garrot à oeil d'or","Bucephala clangula","Anseriformes","Anatidae","Bucephala","clangula"
70,1520,"Barrow's Goldeneye","Garrot d'Islande","Bucephala islandica","Anseriformes","Anatidae","Bucephala","islandica"
71,1512,"unid. Common Goldeneye / Barrow's Goldeneye","unid Garrot à oeil d'or / Garrot d'Islande","Bucephala clangula / islandica","Anseriformes","Anatidae","Bucephala","clangula / islandica"
73,1310,"Hooded Merganser","Harle couronné","Lophodytes cucullatus","Anseriformes","Anatidae","Lophodytes","cucullatus"
74,1290,"Common Merganser","Grand Harle","Mergus merganser","Anseriformes","Anatidae","Mergus","merganser"
75,1300,"Red-breasted Merganser","Harle huppé","Mergus serrator","Anseriformes","Anatidae","Mergus","serrator"
77,1670,"Ruddy Duck","Érismature rousse","Oxyura jamaicensis","Anseriformes","Anatidae","Oxyura","jamaicensis"
78,3110,"Plain Chachalaca","Ortalide chacamel","Ortalis vetula","Galliformes","Cracidae","Ortalis","vetula"
86,2920,"Mountain Quail","Colin des montagnes","Oreortyx pictus","Galliformes","Odontophoridae","Oreortyx","pictus"
91,2890,"Northern Bobwhite","Colin de Virginie","Colinus virginianus","Galliformes","Odontophoridae","Colinus","virginianus"
93,2930,"Scaled Quail","Colin écaillé","Callipepla squamata","Galliformes","Odontophoridae","Callipepla","squamata"
95,2940,"California Quail","Colin de Californie","Callipepla californica","Galliformes","Odontophoridae","Callipepla","californica"
96,2950,"Gambel's Quail","Colin de Gambel","Callipepla gambelii","Galliformes","Odontophoridae","Callipepla","gambelii"
97,2960,"Montezuma Quail","Colin arlequin","Cyrtonyx montezumae","Galliformes","Odontophoridae","Cyrtonyx","montezumae"
101,2882,"Chukar","Perdrix choukar","Alectoris chukar","Galliformes","Phasianidae","Alectoris","chukar"
104,2881,"Gray Partridge","Perdrix grise","Perdix perdix","Galliformes","Phasianidae","Perdix","perdix"
105,3091,"Ring-necked Pheasant","Faisan de Colchide","Phasianus colchicus","Galliformes","Phasianidae","Phasianus","colchicus"
106,3095,"Indian Peafowl","Paon bleu","Pavo cristatus","Galliformes","Phasianidae","Pavo","cristatus"
107,3000,"Ruffed Grouse","Gélinotte huppée","Bonasa umbellus","Galliformes","Phasianidae","Bonasa","umbellus"
108,3090,"Greater Sage-Grouse","Tétras des armoises","Centrocercus urophasianus","Galliformes","Phasianidae","Centrocercus","urophasianus"
109,3089,"Gunnison Sage-Grouse","Tétras du Gunnison","Centrocercus minimus","Galliformes","Phasianidae","Centrocercus","minimus"
110,2980,"Spruce Grouse","Tétras du Canada","Falcipennis canadensis","Galliformes","Phasianidae","Falcipennis","canadensis"
111,3010,"Willow Ptarmigan","Lagopède des saules","Lagopus lagopus","Galliformes","Phasianidae","Lagopus","lagopus"
112,3020,"Rock Ptarmigan","Lagopède alpin","Lagopus muta","Galliformes","Phasianidae","Lagopus","muta"
113,3040,"White-tailed Ptarmigan","Lagopède à queue blanche","Lagopus leucura","Galliformes","Phasianidae","Lagopus","leucura"
114,2970,"Dusky Grouse","Tétras sombre","Dendragapus obscurus","Galliformes","Phasianidae","Dendragapus","obscurus"
115,2971,"Sooty Grouse","Tétras fuligineux","Dendragapus fuliginosus","Galliformes","Phasianidae","Dendragapus","fuliginosus"
116,2973,"unid. Dusky Grouse / Sooty Grouse","unid Tétras sombre / Tétras fuligineux","Dendragapus obscurus / fuliginosus","Galliformes","Phasianidae","Dendragapus","obscurus / fuliginosus"
117,3080,"Sharp-tailed Grouse","Tétras à queue fine","Tympanuchus phasianellus","Galliformes","Phasianidae","Tympanuchus","phasianellus"
118,3050,"Greater Prairie-Chicken","Tétras des prairies","Tympanuchus cupido","Galliformes","Phasianidae","Tympanuchus","cupido"
119,3070,"Lesser Prairie-Chicken","Tétras pâle","Tympanuchus pallidicinctus","Galliformes","Phasianidae","Tympanuchus","pallidicinctus"
120,3100,"Wild Turkey","Dindon sauvage","Meleagris gallopavo","Galliformes","Phasianidae","Meleagris","gallopavo"
123,50,"Least Grebe","Grèbe minime","Tachybaptus dominicus","Podicipediformes","Podicipedidae","Tachybaptus","dominicus"
124,60,"Pied-billed Grebe","Grèbe à bec bigarré","Podilymbus podiceps","Podicipediformes","Podicipedidae","Podilymbus","podiceps"
125,30,"Horned Grebe","Grèbe esclavon","Podiceps auritus","Podicipediformes","Podicipedidae","Podiceps","auritus"
126,20,"Red-necked Grebe","Grèbe jougris","Podiceps grisegena","Podicipediformes","Podicipedidae","Podiceps","grisegena"
127,40,"Eared Grebe","Grèbe à cou noir","Podiceps nigricollis","Podicipediformes","Podicipedidae","Podiceps","nigricollis"
128,10,"Western Grebe","Grèbe élégant","Aechmophorus occidentalis","Podicipediformes","Podicipedidae","Aechmophorus","occidentalis"
129,11,"Clark's Grebe","Grèbe à face blanche","Aechmophorus clarkii","Podicipediformes","Podicipedidae","Aechmophorus","clarkii"
130,12,"unid. Western Grebe / Clark's Grebe","unid Grèbe élégant / Grèbe à face blanche","Aechmophorus occidentalis / clarkii","Podicipediformes","Podicipedidae","Aechmophorus","occidentalis / clarkii"
131,3131,"Rock Pigeon","Pigeon biset","Columba livia","Columbiformes","Columbidae","Columba","livia"
135,3140,"White-crowned Pigeon","Pigeon à couronne blanche","Patagioenas leucocephala","Columbiformes","Columbidae","Patagioenas","leucocephala"
136,3130,"Red-billed Pigeon","Pigeon à bec rouge","Patagioenas flavirostris","Columbiformes","Columbidae","Patagioenas","flavirostris"
137,3120,"Band-tailed Pigeon","Pigeon à queue barrée","Patagioenas fasciata","Columbiformes","Columbidae","Patagioenas","fasciata"
140,3152,"African Collared-Dove (a.k.a. Ringed Turtle-Dove)","Tourterelle rieuse","Streptopelia roseogrisea","Columbiformes","Columbidae","Streptopelia","roseogrisea"
142,22860,"Eurasian Collared-Dove","Tourterelle turque","Streptopelia decaocto","Columbiformes","Columbidae","Streptopelia","decaocto"
143,3151,"Spotted Dove","Tourterelle tigrine","Streptopelia chinensis","Columbiformes","Columbidae","Streptopelia","chinensis"
144,3210,"Inca Dove","Colombe inca","Columbina inca","Columbiformes","Columbidae","Columbina","inca"
145,3200,"Common Ground Dove","Colombe à queue noire","Columbina passerina","Columbiformes","Columbidae","Columbina","passerina"
147,3201,"Ruddy Ground Dove","Colombe rousse","Columbina talpacoti","Columbiformes","Columbidae","Columbina","talpacoti"
152,3180,"White-tipped Dove","Colombe de Verreaux","Leptotila verreauxi","Columbiformes","Columbidae","Leptotila","verreauxi"
158,3190,"White-winged Dove","Tourterelle à ailes blanches","Zenaida asiatica","Columbiformes","Columbidae","Zenaida","asiatica"
160,3160,"Mourning Dove","Tourterelle triste","Zenaida macroura","Columbiformes","Columbidae","Zenaida","macroura"
162,3830,"Smooth-billed Ani","Ani à bec lisse","Crotophaga ani","Cuculiformes","Cuculidae","Crotophaga","ani"
163,3840,"Groove-billed Ani","Ani à bec cannelé","Crotophaga sulcirostris","Cuculiformes","Cuculidae","Crotophaga","sulcirostris"
168,3850,"Greater Roadrunner","Grand Géocoucou","Geococcyx californianus","Cuculiformes","Cuculidae","Geococcyx","californianus"
173,3870,"Yellow-billed Cuckoo","Coulicou à bec jaune","Coccyzus americanus","Cuculiformes","Cuculidae","Coccyzus","americanus"
174,3860,"Mangrove Cuckoo","Coulicou manioc","Coccyzus minor","Cuculiformes","Cuculidae","Coccyzus","minor"
175,3880,"Black-billed Cuckoo","Coulicou à bec noir","Coccyzus erythropthalmus","Cuculiformes","Cuculidae","Coccyzus","erythropthalmus"
176,3875,"unid. Yellow-billed Cuckoo / Black-billed Cuckoo","unid Coulicou à bec jaune / Coulicou à bec noir","Coccyzus americanus / erythropthalmus","Cuculiformes","Cuculidae","Coccyzus","americanus / erythropthalmus"
178,4210,"Lesser Nighthawk","Engoulevent minime","Chordeiles acutipennis","Caprimulgiformes","Caprimulgidae","Chordeiles","acutipennis"
179,4200,"Common Nighthawk","Engoulevent d'Amérique","Chordeiles minor","Caprimulgiformes","Caprimulgidae","Chordeiles","minor"
180,4201,"Antillean Nighthawk","Engoulevent piramidig","Chordeiles gundlachii","Caprimulgiformes","Caprimulgidae","Chordeiles","gundlachii"
181,4205,"unid. Lesser Nighthawk / Common Nighthawk","unid Engoulevent minime / Engoulevent d'Amérique","Chordeiles acutipennis / minor","Caprimulgiformes","Caprimulgidae","Chordeiles","acutipennis / minor"
182,4206,"unid. Common Nighthawk / Antillean Nighthawk","unid Engoulevent d'Amérique / piramidig","Chordeiles minor / gundlachii","Caprimulgiformes","Caprimulgidae","Chordeiles","minor / gundlachii"
183,4190,"Common Pauraque","Engoulevent pauraqué","Nyctidromus albicollis","Caprimulgiformes","Caprimulgidae","Nyctidromus","albicollis"
184,4180,"Common Poorwill","Engoulevent de Nuttall","Phalaenoptilus nuttallii","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii"
187,4160,"Chuck-will's-widow","Engoulevent de Caroline","Antrostomus carolinensis","Caprimulgiformes","Caprimulgidae","Antrostomus","carolinensis"
191,4171,"Eastern Whip-poor-will","Engoulevent bois-pourri","Antrostomus vociferus","Caprimulgiformes","Caprimulgidae","Antrostomus","vociferus"
192,4172,"Mexican Whip-poor-will","Engoulevent d'Arizona","Antrostomus arizonae","Caprimulgiformes","Caprimulgidae","Antrostomus","arizonae"
197,4220,"Black Swift","Martinet sombre","Cypseloides niger","Apodiformes","Apodidae","Cypseloides","niger"
202,4230,"Chimney Swift","Martinet ramoneur","Chaetura pelagica","Apodiformes","Apodidae","Chaetura","pelagica"
203,4240,"Vaux's Swift","Martinet de Vaux","Chaetura vauxi","Apodiformes","Apodidae","Chaetura","vauxi"
207,4250,"White-throated Swift","Martinet à gorge blanche","Aeronautes saxatalis","Apodiformes","Apodidae","Aeronautes","saxatalis"
220,4260,"Rivoli's Hummingbird","Colibri de Rivoli","Eugenes fulgens","Apodiformes","Trochilidae","Eugenes","fulgens"
225,4270,"Blue-throated Mountain-gem","Colibri à gorge bleue","Lampornis clemenciae","Apodiformes","Trochilidae","Lampornis","clemenciae"
230,4370,"Lucifer Hummingbird","Colibri lucifer","Calothorax lucifer","Apodiformes","Trochilidae","Calothorax","lucifer"
232,4280,"Ruby-throated Hummingbird","Colibri à gorge rubis","Archilochus colubris","Apodiformes","Trochilidae","Archilochus","colubris"
233,4290,"Black-chinned Hummingbird","Colibri à gorge noire","Archilochus alexandri","Apodiformes","Trochilidae","Archilochus","alexandri"
234,4295,"unid. Ruby-throated / Black-chinned Hummingbird","unid Colibri à gorge rubis / Colibri à gorge noire","Archilochus colubris / alexandri","Apodiformes","Trochilidae","Archilochus","colubris / alexandri"
236,4310,"Anna's Hummingbird","Colibri d'Anna","Calypte anna","Apodiformes","Trochilidae","Calypte","anna"
237,4300,"Costa's Hummingbird","Colibri de Costa","Calypte costae","Apodiformes","Trochilidae","Calypte","costae"
240,4320,"Broad-tailed Hummingbird","Colibri à queue large","Selasphorus platycercus","Apodiformes","Trochilidae","Selasphorus","platycercus"
241,4330,"Rufous Hummingbird","Colibri roux","Selasphorus rufus","Apodiformes","Trochilidae","Selasphorus","rufus"
242,4340,"Allen's Hummingbird","Colibri d'Allen","Selasphorus sasin","Apodiformes","Trochilidae","Selasphorus","sasin"
243,4335,"unid. Rufous Hummingbird / Allen's Hummingbird","unid Colibri roux / Colibri d'Allen","Selasphorus rufus / sasin","Apodiformes","Trochilidae","Selasphorus","rufus / sasin"
244,4402,"unid. hummingbird","unid Colibri sp.","Trochilid sp.","Apodiformes","Trochilidae","Trochilid","sp."
245,4360,"Calliope Hummingbird","Colibri calliope","Selasphorus calliope","Apodiformes","Trochilidae","Selasphorus","calliope"
250,4410,"Broad-billed Hummingbird","Colibri circé","Cynanthus latirostris","Apodiformes","Trochilidae","Cynanthus","latirostris"
266,4390,"Buff-bellied Hummingbird","Ariane du Yucatan","Amazilia yucatanensis","Apodiformes","Trochilidae","Amazilia","yucatanensis"
268,4391,"Violet-crowned Hummingbird","Ariane à couronne violette","Amazilia violiceps","Apodiformes","Trochilidae","Amazilia","violiceps"
273,2150,"Yellow Rail","Râle jaune","Coturnicops noveboracensis","Gruiformes","Rallidae","Coturnicops","noveboracensis"
276,2160,"Black Rail","Râle noir","Laterallus jamaicensis","Gruiformes","Rallidae","Laterallus","jamaicensis"
278,2111,"Ridgway's Rail","Râle de Californie","Rallus obsoletus","Gruiformes","Rallidae","Rallus","obsoletus"
279,2110,"Clapper Rail","Râle tapageur","Rallus crepitans","Gruiformes","Rallidae","Rallus","crepitans"
281,2080,"King Rail","Râle élégant","Rallus elegans","Gruiformes","Rallidae","Rallus","elegans"
282,2090,"unid. Clapper / King Rail","unid Râle élégant / Râle Gris","Rallus crepitans / elegans","Gruiformes","Rallidae","Rallus","crepitans / elegans"
283,2120,"Virginia Rail","Râle de Virginie","Rallus limicola","Gruiformes","Rallidae","Rallus","limicola"
287,2140,"Sora","Marouette de Caroline","Porzana carolina","Gruiformes","Rallidae","Porzana","carolina"
291,2180,"Purple Gallinule","Talève violacée","Porphyrio martinicus","Gruiformes","Rallidae","Porphyrio","martinicus"
292,21930,"Purple Swamphen","Talève sultane","Porphyrio porphyrio","Gruiformes","Rallidae","Porphyrio","porphyrio"
293,2190,"Common Gallinule","Gallinule d'Amérique","Gallinula galeata","Gruiformes","Rallidae","Gallinula","galeata"
296,2210,"American Coot","Foulque d'Amérique","Fulica americana","Gruiformes","Rallidae","Fulica","americana"
298,2070,"Limpkin","Courlan brun","Aramus guarauna","Gruiformes","Aramidae","Aramus","guarauna"
299,2060,"Sandhill Crane","Grue du Canada","Antigone canadensis","Gruiformes","Gruidae","Antigone","canadensis"
301,2040,"Whooping Crane","Grue blanche","Grus americana","Gruiformes","Gruidae","Grus","americana"
304,2260,"Black-necked Stilt","Échasse d'Amérique","Himantopus mexicanus","Charadriiformes","Recurvirostridae","Himantopus","mexicanus"
305,2250,"American Avocet","Avocette d'Amérique","Recurvirostra americana","Charadriiformes","Recurvirostridae","Recurvirostra","americana"
307,2860,"American Oystercatcher","Huîtrier d'Amérique","Haematopus palliatus","Charadriiformes","Haematopodidae","Haematopus","palliatus"
308,2870,"Black Oystercatcher","Huîtrier de Bachman","Haematopus bachmani","Charadriiformes","Haematopodidae","Haematopus","bachmani"
311,2700,"Black-bellied Plover","Pluvier argenté","Pluvialis squatarola","Charadriiformes","Charadriidae","Pluvialis","squatarola"
313,2720,"American Golden-Plover","Pluvier bronzé","Pluvialis dominica","Charadriiformes","Charadriidae","Pluvialis","dominica"
314,2721,"Pacific Golden-Plover","Pluvier fauve","Pluvialis fulva","Charadriiformes","Charadriidae","Pluvialis","fulva"
316,2730,"Killdeer","Pluvier kildir","Charadrius vociferus","Charadriiformes","Charadriidae","Charadrius","vociferus"
317,2750,"Common Ringed Plover","Pluvier grand-gravelot","Charadrius hiaticula","Charadriiformes","Charadriidae","Charadrius","hiaticula"
318,2740,"Semipalmated Plover","Pluvier semipalmé","Charadrius semipalmatus","Charadriiformes","Charadriidae","Charadrius","semipalmatus"
319,2770,"Piping Plover","Pluvier siffleur","Charadrius melodus","Charadriiformes","Charadriidae","Charadrius","melodus"
323,2800,"Wilson's Plover","Pluvier de Wilson","Charadrius wilsonia","Charadriiformes","Charadriidae","Charadrius","wilsonia"
325,2810,"Mountain Plover","Pluvier montagnard","Charadrius montanus","Charadriiformes","Charadriidae","Charadrius","montanus"
326,2780,"Snowy Plover","Pluvier neigeux","Charadrius nivosus","Charadriiformes","Charadriidae","Charadrius","nivosus"
328,2610,"Upland Sandpiper","Maubèche des champs","Bartramia longicauda","Charadriiformes","Scolopacidae","Bartramia","longicauda"
329,2680,"Bristle-thighed Curlew","Courlis d'Alaska","Numenius tahitiensis","Charadriiformes","Scolopacidae","Numenius","tahitiensis"
330,2650,"Whimbrel","Courlis corlieu","Numenius phaeopus","Charadriiformes","Scolopacidae","Numenius","phaeopus"
332,2640,"Long-billed Curlew","Courlis à long bec","Numenius americanus","Charadriiformes","Scolopacidae","Numenius","americanus"
336,2500,"Bar-tailed Godwit","Barge rousse","Limosa lapponica","Charadriiformes","Scolopacidae","Limosa","lapponica"
338,2510,"Hudsonian Godwit","Barge hudsonienne","Limosa haemastica","Charadriiformes","Scolopacidae","Limosa","haemastica"
339,2490,"Marbled Godwit","Barge marbrée","Limosa fedoa","Charadriiformes","Scolopacidae","Limosa","fedoa"
340,2830,"Ruddy Turnstone","Tournepierre à collier","Arenaria interpres","Charadriiformes","Scolopacidae","Arenaria","interpres"
