species_id,aou,english_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
889,4490,Great Kiskadee,Passeriformes,Tyrannidae,Pitangus,sulphuratus,61,4.1,NA,NA,Venezuela,NA,NA,NA,NA,NA,NA,NA
889,4490,Great Kiskadee,Passeriformes,Tyrannidae,Pitangus,sulphuratus,74,NA,NA,texanus,South Texas; NE Mexico,NA,NA,NA,NA,NA,NA,NA
893,4510,Sulphur-bellied Flycatcher,Passeriformes,Tyrannidae,Myiodynastes,luteiventris,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,4460,Tropical Kingbird,Passeriformes,Tyrannidae,Tyrannus,melancholicus,37.4,2.9,NA,NA,Western Mexico,NA,NA,NA,NA,NA,NA,NA
898,4461,Couch's Kingbird,Passeriformes,Tyrannidae,Tyrannus,couchii,39,NA,NA,NA,"Texas, USA; NE Mexico",NA,NA,NA,NA,NA,NA,NA
900,4480,Cassin's Kingbird,Passeriformes,Tyrannidae,Tyrannus,vociferans,45.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,4451,Thick-billed Kingbird,Passeriformes,Tyrannidae,Tyrannus,crassirostris,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,4470,Western Kingbird,Passeriformes,Tyrannidae,Tyrannus,verticalis,39.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,4440,Eastern Kingbird,Passeriformes,Tyrannidae,Tyrannus,tyrannus,37.3,2.1,f,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
904,4440,Eastern Kingbird,Passeriformes,Tyrannidae,Tyrannus,tyrannus,38,2.4,m,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
904,4440,Eastern Kingbird,Passeriformes,Tyrannidae,Tyrannus,tyrannus,41.6,2.7,f,NA,"Kansas, USA",NA,NA,NA,NA,NA,NA,NA
904,4440,Eastern Kingbird,Passeriformes,Tyrannidae,Tyrannus,tyrannus,42.8,3.8,m,NA,"Kansas, USA",NA,NA,NA,NA,NA,NA,NA
905,4450,Gray Kingbird,Passeriformes,Tyrannidae,Tyrannus,dominicensis,46.5,5,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
907,4430,Scissor-tailed Flycatcher,Passeriformes,Tyrannidae,Tyrannus,forficatus,39.3,NA,NA,NA,"Oklahoma, USA",NA,NA,NA,NA,NA,NA,NA
912,4590,Olive-sided Flycatcher,Passeriformes,Tyrannidae,Contopus,cooperi,32.1,2.3,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
913,4600,Greater Pewee,Passeriformes,Tyrannidae,Contopus,pertinax,27.2,3.3,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
914,4620,Western Wood-Pewee,Passeriformes,Tyrannidae,Contopus,sordidulus,13.1,0.8,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
915,4610,Eastern Wood-Pewee,Passeriformes,Tyrannidae,Contopus,virens,13.9,0.7,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
918,4630,Yellow-bellied Flycatcher,Passeriformes,Tyrannidae,Empidonax,flaviventris,11.8,1,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
919,4650,Acadian Flycatcher,Passeriformes,Tyrannidae,Empidonax,virescens,12.6,0.7,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
920,4661,Alder Flycatcher,Passeriformes,Tyrannidae,Empidonax,alnorum,12.7,1.1,NA,NA,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA
921,4660,Willow Flycatcher,Passeriformes,Tyrannidae,Empidonax,traillii,13.1,1.4,m,NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA
921,4660,Willow Flycatcher,Passeriformes,Tyrannidae,Empidonax,traillii,13.7,1.5,f,NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA
924,4670,Least Flycatcher,Passeriformes,Tyrannidae,Empidonax,minimus,10,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
925,4680,Hammond's Flycatcher,Passeriformes,Tyrannidae,Empidonax,hammondii,10.3,0.9,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,4680,Hammond's Flycatcher,Passeriformes,Tyrannidae,Empidonax,hammondii,10.6,0.6,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,4691,Gray Flycatcher,Passeriformes,Tyrannidae,Empidonax,wrightii,12.3,0.7,NA,NA,"Nevada, USA",NA,NA,NA,NA,NA,NA,NA
927,4690,Dusky Flycatcher,Passeriformes,Tyrannidae,Empidonax,oberholseri,10.4,0.6,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
930,4641,Pacific-slope Flycatcher,Passeriformes,Tyrannidae,Empidonax,difficilis,10.7,0.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
931,4640,Cordilleran Flycatcher,Passeriformes,Tyrannidae,Empidonax,occidentalis,11.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,4580,Black Phoebe,Passeriformes,Tyrannidae,Sayornis,nigricans,17.8,1.1,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
936,4580,Black Phoebe,Passeriformes,Tyrannidae,Sayornis,nigricans,19.5,0.9,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
937,4560,Eastern Phoebe,Passeriformes,Tyrannidae,Sayornis,phoebe,19.7,1.4,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
938,4570,Say's Phoebe,Passeriformes,Tyrannidae,Sayornis,saya,20.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,4710,Vermilion Flycatcher,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,14.4,NA,NA,NA,Nicaragua,NA,NA,NA,NA,NA,NA,NA
941,6220,Loggerhead Shrike,Passeriformes,Laniidae,Lanius,ludovicianus,47.7,3.5,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
941,6220,Loggerhead Shrike,Passeriformes,Laniidae,Lanius,ludovicianus,55.8,0.3,NA,NA,"Alberta, Canada",NA,NA,NA,NA,NA,NA,NA
942,6210,Northern Shrike,Passeriformes,Laniidae,Lanius,borealis,60.4,3.3,NA,NA,Israel,1,Lanius excubitor,NA,NA,NA,NA,NA
942,6210,Northern Shrike,Passeriformes,Laniidae,Lanius,borealis,63.4,3.3,NA,excubitor borealis,Eastern USA,1,Lanius excubitor borealis,NA,NA,NA,NA,NA
942,6210,Northern Shrike,Passeriformes,Laniidae,Lanius,borealis,63.4,6,NA,excubitor excubitor,Europe,1,Lanius excubitor excubitor,NA,NA,NA,NA,NA
942,6210,Northern Shrike,Passeriformes,Laniidae,Lanius,borealis,66.6,4.6,NA,excubitor borealis,Western USA,1,Lanius excubitor borealis,NA,NA,NA,NA,NA
950,6300,Black-capped Vireo,Passeriformes,Vireonidae,Vireo,atricapilla,8.8,0.4,f,NA,"Oklahoma & Texas, USA",NA,NA,NA,NA,NA,NA,NA
950,6300,Black-capped Vireo,Passeriformes,Vireonidae,Vireo,atricapilla,9.2,0.4,m,NA,"Oklahoma & Texas, USA",NA,NA,NA,NA,NA,NA,NA
952,6310,White-eyed Vireo,Passeriformes,Vireonidae,Vireo,griseus,11.4,NA,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
957,6330,Bell's Vireo,Passeriformes,Vireonidae,Vireo,bellii,8.5,0.6,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
958,6340,Gray Vireo,Passeriformes,Vireonidae,Vireo,vicinior,12.8,1.1,NA,NA,"Sonora, Mexico",NA,NA,NA,NA,NA,NA,NA
959,6320,Hutton's Vireo,Passeriformes,Vireonidae,Vireo,huttoni,11.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,6280,Yellow-throated Vireo,Passeriformes,Vireonidae,Vireo,flavifrons,18,1.6,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
961,6291,Cassin's Vireo,Passeriformes,Vireonidae,Vireo,cassinii,14.7,1.4,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
962,6290,Blue-headed Vireo,Passeriformes,Vireonidae,Vireo,solitarius,15.3,NA,NA,NA,Canada,NA,NA,NA,NA,NA,NA,NA
964,6292,Plumbeous Vireo,Passeriformes,Vireonidae,Vireo,plumbeus,16.4,1.5,NA,NA,"Colorado, USA",NA,NA,NA,NA,NA,NA,NA
966,6260,Philadelphia Vireo,Passeriformes,Vireonidae,Vireo,philadelphicus,11.5,0.7,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
967,6270,Warbling Vireo,Passeriformes,Vireonidae,Vireo,gilvus,11.9,1,NA,swainsonii,NA,NA,NA,NA,NA,NA,NA,NA
967,6270,Warbling Vireo,Passeriformes,Vireonidae,Vireo,gilvus,13.5,1.4,NA,gilvus,NA,NA,NA,NA,NA,NA,NA,NA
969,6240,Red-eyed Vireo,Passeriformes,Vireonidae,Vireo,olivaceus,13.8,NA,NA,chivi,Peru,NA,NA,NA,NA,NA,NA,NA
969,6240,Red-eyed Vireo,Passeriformes,Vireonidae,Vireo,olivaceus,16.8,1,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
969,6240,Red-eyed Vireo,Passeriformes,Vireonidae,Vireo,olivaceus,17.9,NA,NA,chivi,Trinidad,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,17.4,1.4,NA,NA,"New Providence, Bahamas",NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,17.9,NA,NA,NA,Jamaica,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,18.2,1.1,NA,NA,St. Kitts,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,18.6,1.3,NA,NA,Antigua,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,19.7,1.5,NA,NA,St. Lucia,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,20.3,1.9,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
971,6230,Black-whiskered Vireo,Passeriformes,Vireonidae,Vireo,altiloquus,21,1.2,NA,NA,Dominican Republic,NA,NA,NA,NA,NA,NA,NA
973,4840,Canada Jay,Passeriformes,Corvidae,Perisoreus,canadensis,67.6,2.5,f,canadensis,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA
973,4840,Canada Jay,Passeriformes,Corvidae,Perisoreus,canadensis,75.8,2.7,m,canadensis,"Ontario, Canada",1,Gray Jay,NA,NA,NA,NA,NA
982,4830,Green Jay,Passeriformes,Corvidae,Cyanocorax,yncas,78.5,5.6,NA,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
986,4920,Pinyon Jay,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus,99,0.7,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
986,4920,Pinyon Jay,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus,111,0.7,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
987,4780,Steller's Jay,Passeriformes,Corvidae,Cyanocitta,stelleri,128,NA,NA,NA,Western Canada,NA,NA,NA,NA,NA,NA,NA
988,4770,Blue Jay,Passeriformes,Corvidae,Cyanocitta,cristata,88,5.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
989,4790,Florida Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,coerulescens,75,5.1,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
989,4790,Florida Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,coerulescens,79.3,4.6,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,73.8,NA,f,nevadae,Western USA,1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,76.9,NA,f,hypoleuca,"Southern Baja California, Mexico",1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,80.3,NA,m,nevadae,Western USA,1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,82.7,NA,f,oocleptica,"California, USA",1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,84.8,NA,m,hypoleuca,"Southern Baja California, Mexico",1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,94.6,NA,f,sumichrasti,South-central Mexico,1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,96.6,NA,m,oocleptica,"California, USA",1,Western Scrub-Jay,NA,NA,NA,NA,NA
991,4812,California Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,californica,100,NA,m,sumichrasti,South-central Mexico,1,Western Scrub-Jay,NA,NA,NA,NA,NA
992,4813,Woodhouse's Scrub-Jay,Passeriformes,Corvidae,Aphelocoma,woodhouseii,NA,NA,NA,NA,NA,NA,NA,1,Aphelocoma,californica,NA,"According to Wikipedia, until recently considered the same species"
995,NA,Mexican Jay,Passeriformes,Corvidae,Aphelocoma,ultramarina,95,NA,f,couchii,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
995,NA,Mexican Jay,Passeriformes,Corvidae,Aphelocoma,ultramarina,102,NA,m,couchii,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
995,NA,Mexican Jay,Passeriformes,Corvidae,Aphelocoma,ultramarina,129,9,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
995,NA,Mexican Jay,Passeriformes,Corvidae,Aphelocoma,ultramarina,132,6.1,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
995,4820,Mexican Jay,Passeriformes,Corvidae,Aphelocoma,wollweberi,NA,NA,NA,NA,NA,NA,NA,1,Aphelocoma,ultramarina,NA,Split into two species in 2011
997,4910,Clark's Nutcracker,Passeriformes,Corvidae,Nucifraga,columbiana,123,1.1,f,NA,"Montana, USA",NA,NA,NA,NA,NA,NA,NA
997,4910,Clark's Nutcracker,Passeriformes,Corvidae,Nucifraga,columbiana,137,0.8,m,NA,"Montana, USA",NA,NA,NA,NA,NA,NA,NA
998,4750,Black-billed Magpie,Passeriformes,Corvidae,Pica,hudsonia,166,14.3,f,NA,"Colorado, USA",NA,NA,NA,NA,NA,NA,NA
998,4750,Black-billed Magpie,Passeriformes,Corvidae,Pica,hudsonia,189,10.3,m,NA,"Colorado, USA",NA,NA,NA,NA,NA,NA,NA
999,4760,Yellow-billed Magpie,Passeriformes,Corvidae,Pica,nuttalli,144,8.7,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
999,4760,Yellow-billed Magpie,Passeriformes,Corvidae,Pica,nuttalli,174,8.8,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1001,4880,American Crow,Passeriformes,Corvidae,Corvus,brachyrhynchos,376,28.8,f,hesperis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1001,4880,American Crow,Passeriformes,Corvidae,Corvus,brachyrhynchos,423,33.6,m,hesperis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1001,4880,American Crow,Passeriformes,Corvidae,Corvus,brachyrhynchos,474,NA,f,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1001,4880,American Crow,Passeriformes,Corvidae,Corvus,brachyrhynchos,538,NA,m,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1002,4890,Northwestern Crow,Passeriformes,Corvidae,Corvus,caurinus,368,NA,f,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
1002,4890,Northwestern Crow,Passeriformes,Corvidae,Corvus,caurinus,415,NA,m,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
1005,4900,Fish Crow,Passeriformes,Corvidae,Corvus,ossifragus,270,23,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1005,4900,Fish Crow,Passeriformes,Corvidae,Corvus,ossifragus,300,20.3,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1008,4870,Chihuahuan Raven,Passeriformes,Corvidae,Corvus,cryptoleucus,512,42.7,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,4870,Chihuahuan Raven,Passeriformes,Corvidae,Corvus,cryptoleucus,556,43.6,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,4860,Common Raven,Passeriformes,Corvidae,Corvus,corax,785,71.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1009,4860,Common Raven,Passeriformes,Corvidae,Corvus,corax,1097,127,NA,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
1011,4730,Eurasian Skylark,Passeriformes,Alaudidae,Alauda,arvensis,33,NA,f,NA,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
1011,4730,Eurasian Skylark,Passeriformes,Alaudidae,Alauda,arvensis,37,NA,m,NA,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
1011,4730,Eurasian Skylark,Passeriformes,Alaudidae,Alauda,arvensis,37.2,3.6,f,NA,Great Britain,NA,NA,NA,NA,NA,NA,NA
1011,4730,Eurasian Skylark,Passeriformes,Alaudidae,Alauda,arvensis,42.7,4.7,m,NA,Great Britain,NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,29.6,NA,f,brandti,Mongolia,NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,30.2,NA,NA,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,32.2,NA,NA,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,32.4,NA,m,brandti,Mongolia,NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,36.9,NA,f,flava,Germany,NA,NA,NA,NA,NA,NA,NA
1012,4740,Horned Lark,Passeriformes,Alaudidae,Eremophila,alpestris,39.9,NA,m,flava,Germany,NA,NA,NA,NA,NA,NA,NA
1013,6110,Purple Martin,Passeriformes,Hirundinidae,Progne,subis,53.5,3.8,m,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1013,6110,Purple Martin,Passeriformes,Hirundinidae,Progne,subis,54.1,4.8,f,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1019,6140,Tree Swallow,Passeriformes,Hirundinidae,Tachycineta,bicolor,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,6150,Violet-green Swallow,Passeriformes,Hirundinidae,Tachycineta,thalassina,13.9,NA,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1021,6150,Violet-green Swallow,Passeriformes,Hirundinidae,Tachycineta,thalassina,14.4,NA,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1025,6170,Northern Rough-winged Swallow,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,15.5,NA,NA,ridgwayi,"Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA
1025,6170,Northern Rough-winged Swallow,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,15.9,0.6,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1027,6160,Bank Swallow,Passeriformes,Hirundinidae,Riparia,riparia,11.3,NA,NA,riparia,Morocco,NA,NA,NA,NA,NA,NA,NA
1027,6160,Bank Swallow,Passeriformes,Hirundinidae,Riparia,riparia,13,0.8,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1027,6160,Bank Swallow,Passeriformes,Hirundinidae,Riparia,riparia,13.9,1.3,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1028,6120,Cliff Swallow,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,21.6,2,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1029,6121,Cave Swallow,Passeriformes,Hirundinidae,Petrochelidon,fulva,15.8,1.1,NA,NA,Jamaica; Puerto Rico,NA,NA,NA,NA,NA,NA,NA
1029,6121,Cave Swallow,Passeriformes,Hirundinidae,Petrochelidon,fulva,17.8,NA,NA,citata,"Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA
1029,6121,Cave Swallow,Passeriformes,Hirundinidae,Petrochelidon,fulva,24.2,NA,NA,pallida,"New Mexico, USA",NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,15.8,NA,f,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,16.2,NA,m,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,18.1,1.1,m,NA,"Nebraska, USA",NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,18.2,NA,NA,rustica,Afghanistan,NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,19.2,1.5,f,NA,"Nebraska, USA",NA,NA,NA,NA,NA,NA,NA
1031,6130,Barn Swallow,Passeriformes,Hirundinidae,Hirundo,rustica,20.4,NA,NA,NA,Southern Africa,NA,NA,NA,NA,NA,NA,NA
1033,7360,Carolina Chickadee,Passeriformes,Paridae,Poecile,carolinensis,9.9,0.5,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1033,7360,Carolina Chickadee,Passeriformes,Paridae,Poecile,carolinensis,10.1,0.4,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1034,7350,Black-capped Chickadee,Passeriformes,Paridae,Poecile,atricapillus,10.8,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1035,7380,Mountain Chickadee,Passeriformes,Paridae,Poecile,gambeli,10.8,1,NA,NA,"Utah, USA",NA,NA,NA,NA,NA,NA,NA
1035,7380,Mountain Chickadee,Passeriformes,Paridae,Poecile,gambeli,11.1,1.1,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1035,7380,Mountain Chickadee,Passeriformes,Paridae,Poecile,gambeli,11.7,0.8,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1036,7370,Mexican Chickadee,Passeriformes,Paridae,Poecile,sclateri,9.8,1,NA,sclateri,NA,NA,NA,NA,NA,NA,NA,NA
1036,7370,Mexican Chickadee,Passeriformes,Paridae,Poecile,sclateri,10.4,0.8,NA,eidos,NA,NA,NA,NA,NA,NA,NA,NA
1037,7410,Chestnut-backed Chickadee,Passeriformes,Paridae,Poecile,rufescens,9.1,0.6,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1037,7410,Chestnut-backed Chickadee,Passeriformes,Paridae,Poecile,rufescens,9.7,0.5,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1038,7400,Boreal Chickadee,Passeriformes,Paridae,Poecile,hudsonicus,9.8,0.8,NA,NA,"Ontario, Canada",1,Poecile hudsonica,NA,NA,NA,NA,NA
1044,7340,Bridled Titmouse,Passeriformes,Paridae,Baeolophus,wollweberi,10.4,0.4,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,15,0.8,f,cineraceus,"Baja California Sur, Mexico",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,15.2,1.7,f,mohavensis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,15.5,1.1,f,inornatus,"Oregon, California, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,15.7,0.8,m,cineraceus,"Baja California Sur, Mexico",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,15.9,1.1,m,mohavensis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,16.3,1,f,affabilis,"Southern California, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,16.4,1,m,inornatus,"Oregon, California, USA",NA,NA,NA,NA,NA,NA,NA
1045,7330,Oak Titmouse,Passeriformes,Paridae,Baeolophus,inornatus,17.1,1.1,m,affabilis,"Southern California, USA",NA,NA,NA,NA,NA,NA,NA
1046,7331,Juniper Titmouse,Passeriformes,Paridae,Baeolophus,ridgwayi,15.3,NA,NA,zaleptus,"California, Nevada, USA",NA,NA,NA,NA,NA,NA,NA
1046,7331,Juniper Titmouse,Passeriformes,Paridae,Baeolophus,ridgwayi,15.9,0.8,m,ridgwayi,"Arizona, New Mexico, USA",NA,NA,NA,NA,NA,NA,NA
1046,7331,Juniper Titmouse,Passeriformes,Paridae,Baeolophus,ridgwayi,16.4,0.8,f,ridgwayi,"Arizona, New Mexico, USA",NA,NA,NA,NA,NA,NA,NA
1048,7310,Tufted Titmouse,Passeriformes,Paridae,Baeolophus,bicolor,21.6,NA,NA,bicolor,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1049,7320,Black-crested Titmouse,Passeriformes,Paridae,Baeolophus,atricristatus,17.5,2.7,NA,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1051,7460,Verdin,Passeriformes,Remizidae,Auriparus,flaviceps,6.8,0.7,NA,NA,Southwest USA; Mexico,NA,NA,NA,NA,NA,NA,NA
1052,7430,Bushtit,Passeriformes,Aegithalidae,Psaltriparus,minimus,5.3,0.4,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1053,7280,Red-breasted Nuthatch,Passeriformes,Sittidae,Sitta,canadensis,9.8,0.7,NA,NA,"New Jersey, USA",NA,NA,NA,NA,NA,NA,NA
1054,7270,White-breasted Nuthatch,Passeriformes,Sittidae,Sitta,carolinensis,21,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1055,7300,Pygmy Nuthatch,Passeriformes,Sittidae,Sitta,pygmaea,10.6,NA,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
1056,7290,Brown-headed Nuthatch,Passeriformes,Sittidae,Sitta,pusilla,10.2,NA,NA,NA,"Georgia, USA",NA,NA,NA,NA,NA,NA,NA
1057,7260,Brown Creeper,Passeriformes,Certhiidae,Certhia,americana,8.1,0.5,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
